organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-18 08:30:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-18 08:30:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 15:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 15:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 19:55:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-21 19:55:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-25 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-25 06:44:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-25 06:44:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-25 12:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-25 12:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-27 12:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-27 12:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-04-29 08:05:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-03 15:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-03 15:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-05 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-05 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-11 20:32:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-17 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-17 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-22 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-22 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-22 15:00:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-25 15:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-25 15:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-27 02:00:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-27 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-27 15:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-27 15:00:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-30 05:43:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-05-30 05:43:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-06-03 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NE,2021-06-03 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-20 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-20 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-22 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-22 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-24 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-24 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-28 21:09:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-03-28 21:09:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-03 15:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-03 15:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-05 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-05 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-07 21:28:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-09 15:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-16 08:35:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-17 21:47:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-17 21:47:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-18 07:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-18 07:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-22 06:51:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-22 06:51:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-22 21:57:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-22 21:57:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-30 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-04-30 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-04 22:20:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-04 22:20:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-05 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-05 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-06 12:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-06 12:00:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-10 22:31:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-10 22:31:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-11 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-11 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-13 06:08:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-21 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-21 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-25 12:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-25 12:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-28 05:46:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-28 05:46:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-30 05:43:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-05-30 05:43:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-01 21:05:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-01 21:05:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-03 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-03 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-22 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-25 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-25 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-25 05:36:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-NW,2021-06-25 05:36:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-19 09:44:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-19 09:44:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-20 18:54:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-20 18:54:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-24 21:02:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-24 21:02:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-29 02:00:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-29 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-29 19:11:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-03-29 19:11:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-05 21:25:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-05 21:25:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-07 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-07 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-10 19:34:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-10 19:34:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-12 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-12 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-15 12:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-15 12:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-21 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-21 00:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-21 19:55:00,-114.334320,53.646213,60s None,Bad Weather,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-21 19:55:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-24 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-24 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-28 22:08:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-04-28 22:08:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-05-03 02:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-05-03 02:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-05-03 12:00:00,-114.334320,53.646213,60s None,Transcribed,Austin Zeller,NONE,NONE,,,,,,,,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-05-03 12:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,1081-SW,2021-05-15 00:00:00,-114.334320,53.646213,60s None,New,Alice Pearson,NONE,NONE,,,,,,,,1059
