organization,project_name,location,recording_date,method,status,observer,longitude,latitude,hide_location,buffer,daily_weather_station_nm,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitatiohourly_wind_speed,hourly_visibility_km,hourly_station_pressuren_mm,hourly_wind_direction,hourly_wind_speed,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,left_rms_peak_dbfs,left_rms_trough_dbfs,left_pk_count,left_dc_offset,left_min_level,left_max_level,left_rms_peak_level_dbfs,right_rms_peak_dbfs,right_rms_trough_dbfs,right_pk_count,right_dc_offset,right_min_level,right_max_level,right_peak_level_dbfs,url,source_file_name,observer_id
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,633-SW,2015-03-17 10:00:00,180s None,Transcribed,Austin Zeller,-112.239220,55.970794,"",5500m (Buffered location),FORT MCMURRAY CS,368.80m,99km,-18.40,7.20,-5.60,,,0.00,10.00,FORT MCMURRAY A,369.10m,98km,-10.30,-12.90,81,0.00,16,98.27,4,5,,-13,NA,"Clearing,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-333)@1.5m,-0.93,-37.94,2,0.022681,-0.98708,0.969093,-0.11,-2.44,-34.75,2,0.03248,-0.966525,0.983438,-0.15,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138926,ABMI-0633-SW_0+1_20150317_100000.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-SW,2015-03-17 10:00:00,180s None,Transcribed,Austin Zeller,-112.233110,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-8.30,8.10,-0.10,,,0.00,3.00,LAC LA BICHE CLIMATE,567.00m,32km,0.20,-6.10,62,0.00,,95.79,17,7,,,NA,Clearing,Wildlife Acoustics Inc+SM3(AU-256)@1.5m,-18.91,-34.74,2,0.023062,-0.163757,0.190952,-14.38,-25.34,-33.37,2,0.027404,-0.072803,0.12521,-18.05,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138986,ABMI-0791-SW_0+1_20150317_100000.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,633-SW,2015-03-19 09:55:00,180s None,Transcribed,Austin Zeller,-112.239220,55.970794,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,98km,-13.90,-3.30,-8.60,,,0.00,,FORT MCMURRAY A,369.10m,98km,,,,,,,,,,,,"Clearing,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-333)@1.5m,-2.43,-46.35,2,0.022231,-0.963055,0.954323,-0.33,-5.3,-36.17,2,0.032354,-0.836011,0.953748,-0.41,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138927,ABMI-0633-SW_0+1_20150319_095500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-SW,2015-03-19 09:55:00,180s None,Transcribed,Austin Zeller,-112.233110,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-5.60,3.60,-1.00,,,0.00,,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-256)@1.5m,-1.65,-35.3,102,0.022924,-1,1,0,-5.29,-34.21,2,0.027429,-0.954039,0.957448,-0.38,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138988,ABMI-0791-SW_0+1_20150319_095500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,633-SW,2015-03-21 09:50:00,180s None,Transcribed,Austin Zeller,-112.239220,55.970794,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,98km,-14.50,-4.10,-9.30,,,0.00,,FORT MCMURRAY A,369.10m,98km,,,,,,,,,,,,"Clearing,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-333)@1.5m,-1.02,-40.8,2,0.022524,-0.969106,0.975141,-0.22,-10.53,-33.85,2,0.032409,-0.633333,0.519562,-3.97,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138928,ABMI-0633-SW_0+1_20150321_095000.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-SW,2015-03-21 09:50:00,180s None,Transcribed,Austin Zeller,-112.233110,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-8.10,-3.80,-6.00,,,4.20,1.00,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-256)@1.5m,-21.29,-35.75,2,0.022906,-0.114433,0.187115,-14.56,-17.06,-34.8,2,0.027391,-0.320429,0.247236,-9.89,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138989,ABMI-0791-SW_0+1_20150321_095000.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,633-SW,2015-03-23 09:45:00,180s None,Transcribed,Austin Zeller,-112.239220,55.970794,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,98km,-5.30,1.60,-1.90,,,0.00,,FORT MCMURRAY A,369.10m,98km,,,,,,,,,,,,"Clearing,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-333)@1.5m,-0.88,-40.02,2,0.022004,-0.992661,0.980682,-0.06,-2.58,-35.15,2,0.032309,-0.959432,0.962127,-0.34,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138929,ABMI-0633-SW_0+1_20150323_094500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-SW,2015-03-23 09:45:00,180s None,Transcribed,Austin Zeller,-112.233110,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-13.40,2.40,-5.50,,,0.00,6.00,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-256)@1.5m,-13.88,-35.76,2,0.023073,-0.262456,0.412657,-7.69,-18.83,-34.57,2,0.027526,-0.185794,0.224803,-12.96,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138990,ABMI-0791-SW_0+1_20150323_094500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,633-SW,2015-03-25 09:40:00,180s None,Transcribed,Austin Zeller,-112.239220,55.970794,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,98km,-9.20,3.00,-3.10,,,0.00,,FORT MCMURRAY A,369.10m,98km,,,,,,,,,,,,"Clearing,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-333)@1.5m,-9.77,-41.18,2,0.021608,-0.542914,0.344624,-5.31,-17.43,-35.46,2,0.032293,-0.129401,0.220104,-13.15,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138930,ABMI-0633-SW_0+1_20150325_094000.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-SW,2015-03-25 09:40:00,180s None,Transcribed,Austin Zeller,-112.233110,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-3.70,6.80,1.60,,,0.00,1.00,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-256)@1.5m,-22.28,-34.11,2,0.022704,-0.17701,0.173315,-15.04,-23.31,-33.11,2,0.027096,-0.144782,0.151608,-16.39,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138991,ABMI-0791-SW_0+1_20150325_094000.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,236-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-112.436066,58.374332,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,88km,-13.50,3.90,-4.80,,,0.30,,SWEETGRASS LANDING,212.00m,59km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM3(AU-174)@1.5m,-28.75,-29.3,2,0.035338,-0.013702,0.06662,-23.53,-27.77,-28.28,2,0.039743,0,0.051605,-25.75,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508922,ABMI-0236-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,330-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-110.962219,57.668617,"",5500m (Buffered location),MILDRED LAKE,310.00m,79km,-5.30,6.00,0.40,,,0.20,18.00,MILDRED LAKE,310.00m,79km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-208)@1.5m,-23.67,-32.38,2,0.036206,-0.106812,0.160339,-15.9,-25.66,-33.5,2,0.025868,-0.091248,0.130859,-17.66,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508242,ABMI-0330-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,3-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-111.849083,59.942680,"","",FORT SMITH A,205.10m,11km,-14.20,5.40,-4.40,0.00,0.00,0.00,29.00,FORT SMITH A,205.10m,11km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-179)@1.5m,-8.64,-40.31,,0.014675,-0.517059,0.526703,-5.57,-3.13,-41.44,,0.014765,-1,0.999969,0,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508441,ABMI-0003-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,600-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-112.548492,56.176391,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,97km,-4.90,6.80,1.00,,,0.50,,FORT MCMURRAY A,369.10m,97km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-326)@1.5m,-27.03,-39.02,2,0.014791,-0.072021,0.087769,-21.13,-21.66,-37.59,2,0.018446,-0.130737,0.166779,-15.56,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507811,ABMI-0600-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-112.233109,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-0.60,5.20,2.30,,,0.70,0.00,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,"Clearing,Did Not Collect,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-308)@1.5m,-16.36,-35.68,2,0.025789,-0.205139,0.229584,-12.78,-22.92,-30.92,2,0.0398,-0.149353,0.22229,-13.06,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508812,ABMI-0791-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,857-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-111.759758,54.640964,"",5500m (Buffered location),RICH LAKE AGDM,585.00m,16km,-2.60,4.00,0.70,,,0.50,,RICH LAKE AGDM,585.00m,16km,,,,,,,,,,,,Did Not Collect,Wildlife Acoustics Inc+SM3(AU-224)@1.5m,-13.3,-34.15,2,0.037635,-0.351318,0.35733,-8.94,-13.01,-38.81,2,0.019639,-0.306671,0.440674,-7.12,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508156,ABMI-0857-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,991-NW,2015-03-26 07:58:00,60s None,Transcribed,Austin Zeller,-111.167091,53.823879,"",5500m (Buffered location),MYRNAM AGCM,580.00m,12km,-5.00,4.10,-0.50,,,0.00,,MYRNAM AGCM,580.00m,12km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-384)@1.5m,-23.76,-34.45,2,0.02831,-0.05899,0.120453,-18.38,-25.27,-41.29,2,0.011085,-0.084778,0.112244,-19,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508901,ABMI-0991-NW_0+1_20150326_075800.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,236-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-112.436066,58.374332,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,88km,-8.60,8.30,-0.20,,,0.00,,SWEETGRASS LANDING,212.00m,59km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM3(AU-174)@1.5m,-27.91,-30.32,2,0.034973,0,0.05661,-24.94,-27,-29.13,2,0.039698,0,0.056274,-24.99,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507925,ABMI-0236-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,330-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-110.962219,57.668617,"",5500m (Buffered location),MILDRED LAKE,310.00m,79km,1.00,6.30,3.70,,,0.40,11.00,MILDRED LAKE,310.00m,79km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-208)@1.5m,-26.2,-31.21,2,0.03563,-0.009186,0.069,-23.22,-28.08,-34.65,2,0.025616,-0.013367,0.067169,-23.46,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508568,ABMI-0330-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,3-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-111.849083,59.942680,"","",FORT SMITH A,205.10m,11km,-6.80,10.60,1.90,0.00,0.00,0.00,26.00,FORT SMITH A,205.10m,11km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-179)@1.5m,-7.69,-41.57,2,0.014433,-0.768677,0.579834,-2.29,-10.48,-41.9,3,0.014662,-0.444794,0.268585,-7.04,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508115,ABMI-0003-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,600-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-112.548492,56.176391,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,97km,0.50,6.60,3.60,,,0.30,,FORT MCMURRAY A,369.10m,97km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-326)@1.5m,-33.65,-38.78,2,0.014889,-0.010742,0.041046,-27.73,-30.24,-38.18,2,0.018414,-0.019073,0.049561,-26.1,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508828,ABMI-0600-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-112.233109,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-1.60,16.10,7.30,,,0.00,,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,"Clearing,Did Not Collect,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-308)@1.5m,-12.15,-33.34,2,0.025786,-0.365753,0.400604,-7.95,-11.82,-29.32,2,0.039897,-0.363892,0.430786,-7.31,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507788,ABMI-0791-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,857-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-111.759758,54.640964,"",5500m (Buffered location),RICH LAKE AGDM,585.00m,16km,-2.60,14.50,6.00,,,0.00,,RICH LAKE AGDM,585.00m,16km,,,,,,,,,,,,Did Not Collect,Wildlife Acoustics Inc+SM3(AU-224)@1.5m,-25.64,-30.87,2,0.037633,-0.049225,0.126678,-17.95,-28.04,-37.12,2,0.019625,-0.053314,0.100739,-19.94,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508491,ABMI-0857-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,991-NW,2015-03-27 07:55:00,60s None,Transcribed,Austin Zeller,-111.167091,53.823879,"",5500m (Buffered location),MYRNAM AGCM,580.00m,12km,-1.50,13.30,5.90,,,0.00,,MYRNAM AGCM,580.00m,12km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-384)@1.5m,-26.95,-32.71,2,0.028054,-0.031311,0.085114,-21.4,-31.37,-40.36,2,0.011085,-0.035767,0.056183,-25.01,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507893,ABMI-0991-NW_0+1_20150327_075500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,633-SW,2015-03-27 09:35:00,180s None,Transcribed,Austin Zeller,-112.239220,55.970794,"",5500m (Buffered location),FORT MCMURRAY A,369.10m,98km,0.50,6.60,3.60,,,0.30,,FORT MCMURRAY A,369.10m,98km,,,,,,,,,,,,"Clearing,Wet Margin Wetland",Wildlife Acoustics Inc+SM3(AU-333)@1.5m,-13.96,-42.15,2,0.021651,-0.285432,0.311058,-10.14,-13.98,-33.99,2,0.032431,-0.31988,0.277464,-9.9,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138931,ABMI-0633-SW_0+1_20150327_093500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,791-SW,2015-03-27 09:35:00,180s None,Transcribed,Austin Zeller,-112.233110,55.034576,"",5500m (Buffered location),LAC LA BICHE CLIMATE,567.00m,32km,-1.60,16.10,7.30,,,0.00,,LAC LA BICHE CLIMATE,567.00m,32km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-256)@1.5m,-21.1,-33.34,2,0.022835,-0.265408,0.182936,-11.52,-21.5,-32.03,2,0.027005,-0.243893,0.192974,-12.26,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=138992,ABMI-0791-SW_0+1_20150327_093500.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,236-NW,2015-03-28 07:53:00,60s None,Transcribed,Austin Zeller,-112.436066,58.374332,"",5500m (Buffered location),FORT CHIPEWYAN,238.00m,88km,-4.40,10.80,3.20,,,0.00,,SWEETGRASS LANDING,212.00m,59km,,,,,,,,,,,,,Wildlife Acoustics Inc+SM3(AU-174)@1.5m,-27.7,-30.23,2,0.034917,0,0.062866,-24.03,-25.43,-30.99,2,0.039749,0,0.076874,-22.28,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508299,ABMI-0236-NW_0+1_20150328_075300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,330-NW,2015-03-28 07:53:00,60s None,Transcribed,Austin Zeller,-110.962219,57.668617,"",5500m (Buffered location),MILDRED LAKE,310.00m,79km,0.80,11.60,6.20,,,0.60,7.00,MILDRED LAKE,310.00m,79km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-208)@1.5m,-26.19,-30.79,2,0.035993,-0.000946,0.065521,-23.67,-29.69,-33.54,2,0.025788,-0.00296,0.050781,-25.89,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=508906,ABMI-0330-NW_0+1_20150328_075300.wav,841
ABMI,Zeller-Woodpecker Visual Scanning Project-ABMI 2021,3-NW,2015-03-28 07:53:00,60s None,Transcribed,Austin Zeller,-111.849083,59.942680,"","",FORT SMITH A,205.10m,11km,-4.70,8.40,1.90,0.00,0.00,0.00,26.00,FORT SMITH A,205.10m,11km,,,,,,,,,,,,Clearing,Wildlife Acoustics Inc+SM3(AU-179)@1.5m,-30.9,-39.01,2,0.014545,-0.032715,0.063507,-23.94,-30.81,-38.99,2,0.014777,-0.03067,0.061066,-24.28,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=507739,ABMI-0003-NW_0+1_20150328_075300.wav,841
